Product_Id,Product Name,Product_Url,Image_Url,Company Name
8969643,plusS Women Yellow Printed Maxi Dress,www.myntra.com/dresses/pluss/pluss-women-yellow-printed-maxi-dress/8969643/buy,http://assets.myntassets.com/assets/images/8969643/2019/3/7/9c83baa1-73cd-481e-ad49-b2d0c6c270161551950667681-na-8661551950665825-1.jpg,Myntra
8090541,aasi Women Black Solid Maxi Dress,www.myntra.com/dresses/aasi/aasi-women-black-solid-maxi-dress/8090541/buy,http://assets.myntassets.com/assets/images/8090541/2018/12/10/a6c9a9f1-3904-43e9-9411-e34cf2b1f6c01544423444846-aasi-Women-Dresses-9491544423443655-1.jpg,Myntra
8643049,SASSAFRAS Women Olive Green &amp; Pink Net Printed A-Line Dress,www.myntra.com/dresses/sassafras/sassafras-women-olive-green--pink-net-printed-a-line-dress/8643049/buy,http://assets.myntassets.com/assets/images/8643049/2019/2/1/054004d3-9e35-4696-a3a8-de926b25854d1549024290614-SASSAFRAS-Women-Olive-Green-Printed-A-Line-Dress-94015490242-1.jpg,Myntra
9350041,MANGO Women White &amp; Black Printed A-Line Dress,www.myntra.com/dresses/mango/mango-women-white--black-printed-a-line-dress/9350041/buy,http://assets.myntassets.com/assets/images/9350041/2019/4/19/4ba4b8a2-81c0-4d6d-83a4-1c7d28701bf81555663291473-MANGO-Women-Dresses-5461555663290261-1.jpg,Myntra
7637027,DOROTHY PERKINS Women Navy Blue Lace Maxi Dress,www.myntra.com/dresses/dorothy-perkins/dorothy-perkins-women-navy-blue-lace-maxi-dress/7637027/buy,http://assets.myntassets.com/assets/images/7637027/2019/4/23/3826b21f-9e33-44ee-a2bc-474b39a360c01556022100116-DOROTHY-PERKINS-Women-Navy-Blue-Lace-Maxi-Dress-232155602209-1.jpg,Myntra
10039401,Marks &amp; Spencer Women Black &amp; Rust Orange Printed Shift Dress,www.myntra.com/dresses/marks--spencer/marks--spencer-women-black--rust-orange-printed-shift-dress/10039401/buy,http://assets.myntassets.com/assets/images/10039401/2019/7/8/9732b803-61b3-4e9c-9f26-7d78f301bbca1562580223723-Marks--Spencer-Women-Black-Dress-421562580221503-1.jpg,Myntra
8888607,AKS Women Grey Solid A-Line Dress,www.myntra.com/dresses/aks/aks-women-grey-solid-a-line-dress/8888607/buy,http://assets.myntassets.com/assets/images/8888607/2019/2/25/4a0dd5f6-3b02-43de-bda8-4314cd83d4fe1551082066154-Grey-Chambray-Embroidered-A-Line-Dress-6551551082065341-1.jpg,Myntra
10269975,DOROTHY PERKINS Women Navy Blue Lace Sheath Dress,www.myntra.com/dresses/dorothy-perkins/dorothy-perkins-women-navy-blue-lace-sheath-dress/10269975/buy,http://assets.myntassets.com/assets/images/10269975/2019/8/2/7d4bd4d9-a814-4e64-b6d8-e1d53b47f91a1564722510650-DOROTHY-PERKINS-Women-Dresses-2021564722508333-1.jpg,Myntra
8699769,aLL Women Blue Solid T-shirt Dress,www.myntra.com/dresses/all/all-women-blue-solid-t-shirt-dress/8699769/buy,http://assets.myntassets.com/assets/images/8699769/2019/4/9/19024320-3d61-48ce-bbe2-87118248eb011554807759896-aLL-Women-Blue-Solid-T-shirt-Dress-261554807758908-1.jpg,Myntra
8627449,Libas Women White 7 Orange Striped Midi Layered A-Line Dress,www.myntra.com/dresses/libas/libas-women-white-7-orange-striped-midi-layered-a-line-dress/8627449/buy,http://assets.myntassets.com/assets/images/8627449/2019/2/4/53b712fb-1733-4668-b312-75cd5a5956211549282110909-Libas-Women-Dresses-2051549282110166-1.jpg,Myntra
8676537,MANGO Women Black Solid Wrap Dress,www.myntra.com/dresses/mango/mango-women-black-solid-wrap-dress/8676537/buy,http://assets.myntassets.com/assets/images/8676537/2019/2/8/b69616ae-09e4-4ce3-9577-ea5ef092f7c41549629558791-MANGO-Women-Dresses-9131549629558020-1.jpg,Myntra
9327959,Sringam Women Blue Printed Maxi Dress,www.myntra.com/dresses/sringam/sringam-women-blue-printed-maxi-dress/9327959/buy,http://assets.myntassets.com/assets/images/9327959/2019/4/23/6de96b96-55e8-4625-bc03-b062538ca69d1555997954248-Sringam-Women-Blue-Printed-Maxi-Dress-9891555997952409-1.jpg,Myntra
9723567,FabAlley Women Grey Solid Fit and Flare Dress,www.myntra.com/dresses/faballey/faballey-women-grey-solid-fit-and-flare-dress/9723567/buy,http://assets.myntassets.com/assets/images/9723567/2019/5/17/ae57aa49-99a0-4d1e-84ec-7046b906b22b1558087922678-FabAlley-Women-Grey-Solid-Fit-and-Flare-Dress-88715580879207-1.jpg,Myntra
10324503,INDYA Women Pink Printed Maxi Dress,www.myntra.com/dresses/indya/indya-women-pink-printed-maxi-dress/10324503/buy,http://assets.myntassets.com/assets/images/productimage/2019/7/24/74671bab-5ddf-462d-bc78-8a50531e3a311563957336516-1.jpg,Myntra
10013247,Annabelle by Pantaloons Women Grey Sheath Dress,www.myntra.com/dresses/annabelle-by-pantaloons/annabelle-by-pantaloons-women-grey-sheath-dress/10013247/buy,http://assets.myntassets.com/assets/images/productimage/2019/6/12/222a0763-1225-46e4-943b-6d4d09269bcf1560336787481-1.jpg,Myntra
9365727,Sangria Women Off-White &amp; Black Checked Midi Fit &amp; Flare Dress,www.myntra.com/dresses/sangria/sangria-women-off-white--black-checked-midi-fit--flare-dress/9365727/buy,http://assets.myntassets.com/assets/images/9365727/2019/6/8/39daa32e-8d63-4031-8be7-6115c8b22cbd1559972589224-Sangria-Women-Kurtas-2411559972587942-1.jpg,Myntra
10045625,trueBrowns Women White A-Line Dress,www.myntra.com/dresses/truebrowns/truebrowns-women-white-a-line-dress/10045625/buy,http://assets.myntassets.com/assets/images/productimage/2019/6/15/487575f8-46f8-45f0-8a14-3a664ee2d0a71560556274906-1.jpg,Myntra
9267003,DOROTHY PERKINS Women Mustard Yellow &amp; Black Striped A-Line Dress,www.myntra.com/dresses/dorothy-perkins/dorothy-perkins-women-mustard-yellow--black-striped-a-line-dress/9267003/buy,http://assets.myntassets.com/assets/images/9267003/2019/5/9/6522b9ce-a748-4a69-8ce4-92994acc2db11557383103076-DOROTHY-PERKINS-Women-Yellow-Striped-A-Line-Dress-7511557383-1.jpg,Myntra
6687788,Miss Chase Women Navy Blue Colourblocked T-shirt Dress,www.myntra.com/dresses/miss-chase/miss-chase-women-navy-blue-colourblocked-t-shirt-dress/6687788/buy,http://assets.myntassets.com/assets/images/6687788/2018/10/8/09849d7d-d6f9-4011-b43a-a83ca8c12b941538973070326-Miss-Chase-Women-Navy-Blue-Colourblocked-T-shirt-Dress-2191538973070084-1.jpg,Myntra
7543369,aasi Women Mustard Yellow Solid Maxi Dress with Crop Top,www.myntra.com/dresses/aasi/aasi-women-mustard-yellow-solid-maxi-dress-with-crop-top/7543369/buy,http://assets.myntassets.com/assets/images/7543369/2018/10/8/ac9c4ade-f1c2-494d-94fc-3061375652a31538982738656-aasi-Women-Dresses-2511538982738563-1.jpg,Myntra
10205771,Oxolloxo Women Navy Blue Shirt Dress,www.myntra.com/dresses/oxolloxo/oxolloxo-women-navy-blue-shirt-dress/10205771/buy,http://assets.myntassets.com/assets/images/10205771/2019/7/8/2ea1b072-67ae-44af-9165-cdee58afeb621562578151401-Oxolloxo-Women-Navy-Blue-Shirt-Dress-5421562578148659-1.jpg,Myntra
5151594,Veni Vidi Vici Women Maroon Solid Bardot Bodycon Dress,www.myntra.com/dresses/veni-vidi-vici/veni-vidi-vici-women-maroon-solid-bardot-bodycon-dress/5151594/buy,http://assets.myntassets.com/assets/images/5151594/2018/7/13/a9a3d36e-c7c8-4c7b-a8a0-409cfaad21e11531472947806-Veni-Vidi-Vici-Women-Maroon-Solid-Bodycon-Dress-3601531472947696-1.jpg,Myntra
9088731,Libas Women Brown &amp; Golden Printed Layered A-line Dress with Ethnic Jacket,www.myntra.com/dresses/libas/libas-women-brown--golden-printed-layered-a-line-dress-with-ethnic-jacket/9088731/buy,http://assets.myntassets.com/assets/images/9088731/2019/5/14/e4be9072-3f9b-4fdd-ad7e-437a0c38083e1557824654186-Libas-Women-Grey-Colourblocked-A-Line-Dress-1891557824652604-1.jpg,Myntra
